"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"03/01/2025 00:30:00 - 03/01/2025 00:45:00","BZN|SE1","Without Sequence","5.95","",""
"03/01/2025 00:45:00 - 03/01/2025 01:00:00","BZN|SE1","Without Sequence","5.95","",""
"03/01/2025 01:00:00 - 03/01/2025 01:15:00","BZN|SE1","Without Sequence","6.35","",""
"03/01/2025 01:15:00 - 03/01/2025 01:30:00","BZN|SE1","Without Sequence","6.35","",""
"03/01/2025 01:30:00 - 03/01/2025 01:45:00","BZN|SE1","Without Sequence","6.35","",""
"03/01/2025 01:45:00 - 03/01/2025 02:00:00","BZN|SE1","Without Sequence","6.35","",""
"03/01/2025 02:00:00 - 03/01/2025 02:15:00","BZN|SE1","Without Sequence","6.72","",""
"03/01/2025 02:15:00 - 03/01/2025 02:30:00","BZN|SE1","Without Sequence","6.72","",""
"03/01/2025 02:30:00 - 03/01/2025 02:45:00","BZN|SE1","Without Sequence","6.72","",""
"03/01/2025 02:45:00 - 03/01/2025 03:00:00","BZN|SE1","Without Sequence","6.72","",""
"03/01/2025 03:00:00 - 03/01/2025 03:15:00","BZN|SE1","Without Sequence","8.98","",""
"03/01/2025 03:15:00 - 03/01/2025 03:30:00","BZN|SE1","Without Sequence","8.98","",""
"03/01/2025 03:30:00 - 03/01/2025 03:45:00","BZN|SE1","Without Sequence","8.98","",""
"03/01/2025 03:45:00 - 03/01/2025 04:00:00","BZN|SE1","Without Sequence","8.98","",""
"03/01/2025 04:00:00 - 03/01/2025 04:15:00","BZN|SE1","Without Sequence","13.39","",""
"03/01/2025 04:15:00 - 03/01/2025 04:30:00","BZN|SE1","Without Sequence","13.39","",""
"03/01/2025 04:30:00 - 03/01/2025 04:45:00","BZN|SE1","Without Sequence","13.39","",""
"03/01/2025 04:45:00 - 03/01/2025 05:00:00","BZN|SE1","Without Sequence","13.39","",""
"03/01/2025 05:00:00 - 03/01/2025 05:15:00","BZN|SE1","Without Sequence","15.24","",""
"03/01/2025 05:15:00 - 03/01/2025 05:30:00","BZN|SE1","Without Sequence","15.24","",""
"03/01/2025 05:30:00 - 03/01/2025 05:45:00","BZN|SE1","Without Sequence","15.24","",""
"03/01/2025 05:45:00 - 03/01/2025 06:00:00","BZN|SE1","Without Sequence","15.24","",""
"03/01/2025 06:00:00 - 03/01/2025 06:15:00","BZN|SE1","Without Sequence","16.70","",""
"03/01/2025 06:15:00 - 03/01/2025 06:30:00","BZN|SE1","Without Sequence","16.70","",""
"03/01/2025 06:30:00 - 03/01/2025 06:45:00","BZN|SE1","Without Sequence","16.70","",""
"03/01/2025 06:45:00 - 03/01/2025 07:00:00","BZN|SE1","Without Sequence","16.70","",""
"03/01/2025 07:00:00 - 03/01/2025 07:15:00","BZN|SE1","Without Sequence","16.90","",""
"03/01/2025 07:15:00 - 03/01/2025 07:30:00","BZN|SE1","Without Sequence","16.90","",""
"03/01/2025 07:30:00 - 03/01/2025 07:45:00","BZN|SE1","Without Sequence","16.90","",""
"03/01/2025 07:45:00 - 03/01/2025 08:00:00","BZN|SE1","Without Sequence","16.90","",""
"03/01/2025 08:00:00 - 03/01/2025 08:15:00","BZN|SE1","Without Sequence","17.12","",""
"03/01/2025 08:15:00 - 03/01/2025 08:30:00","BZN|SE1","Without Sequence","17.12","",""
"03/01/2025 08:30:00 - 03/01/2025 08:45:00","BZN|SE1","Without Sequence","17.12","",""
"03/01/2025 08:45:00 - 03/01/2025 09:00:00","BZN|SE1","Without Sequence","17.12","",""
"03/01/2025 09:00:00 - 03/01/2025 09:15:00","BZN|SE1","Without Sequence","16.73","",""
"03/01/2025 09:15:00 - 03/01/2025 09:30:00","BZN|SE1","Without Sequence","16.73","",""
"03/01/2025 09:30:00 - 03/01/2025 09:45:00","BZN|SE1","Without Sequence","16.73","",""
"03/01/2025 09:45:00 - 03/01/2025 10:00:00","BZN|SE1","Without Sequence","16.73","",""
"03/01/2025 10:00:00 - 03/01/2025 10:15:00","BZN|SE1","Without Sequence","15.76","",""
"03/01/2025 10:15:00 - 03/01/2025 10:30:00","BZN|SE1","Without Sequence","15.76","",""
"03/01/2025 10:30:00 - 03/01/2025 10:45:00","BZN|SE1","Without Sequence","15.76","",""
"03/01/2025 10:45:00 - 03/01/2025 11:00:00","BZN|SE1","Without Sequence","15.76","",""
"03/01/2025 11:00:00 - 03/01/2025 11:15:00","BZN|SE1","Without Sequence","13.97","",""
"03/01/2025 11:15:00 - 03/01/2025 11:30:00","BZN|SE1","Without Sequence","13.97","",""
"03/01/2025 11:30:00 - 03/01/2025 11:45:00","BZN|SE1","Without Sequence","13.97","",""
"03/01/2025 11:45:00 - 03/01/2025 12:00:00","BZN|SE1","Without Sequence","13.97","",""
"03/01/2025 12:00:00 - 03/01/2025 12:15:00","BZN|SE1","Without Sequence","13.90","",""
"03/01/2025 12:15:00 - 03/01/2025 12:30:00","BZN|SE1","Without Sequence","13.90","",""
"03/01/2025 12:30:00 - 03/01/2025 12:45:00","BZN|SE1","Without Sequence","13.90","",""
"03/01/2025 12:45:00 - 03/01/2025 13:00:00","BZN|SE1","Without Sequence","13.90","",""
"03/01/2025 13:00:00 - 03/01/2025 13:15:00","BZN|SE1","Without Sequence","13.90","",""
"03/01/2025 13:15:00 - 03/01/2025 13:30:00","BZN|SE1","Without Sequence","13.90","",""
"03/01/2025 13:30:00 - 03/01/2025 13:45:00","BZN|SE1","Without Sequence","13.90","",""
"03/01/2025 13:45:00 - 03/01/2025 14:00:00","BZN|SE1","Without Sequence","13.90","",""
"03/01/2025 14:00:00 - 03/01/2025 14:15:00","BZN|SE1","Without Sequence","12.63","",""
"03/01/2025 14:15:00 - 03/01/2025 14:30:00","BZN|SE1","Without Sequence","12.63","",""
"03/01/2025 14:30:00 - 03/01/2025 14:45:00","BZN|SE1","Without Sequence","12.63","",""
"03/01/2025 14:45:00 - 03/01/2025 15:00:00","BZN|SE1","Without Sequence","12.63","",""
"03/01/2025 15:00:00 - 03/01/2025 15:15:00","BZN|SE1","Without Sequence","13.18","",""
"03/01/2025 15:15:00 - 03/01/2025 15:30:00","BZN|SE1","Without Sequence","13.18","",""
"03/01/2025 15:30:00 - 03/01/2025 15:45:00","BZN|SE1","Without Sequence","13.18","",""
"03/01/2025 15:45:00 - 03/01/2025 16:00:00","BZN|SE1","Without Sequence","13.18","",""
"03/01/2025 16:00:00 - 03/01/2025 16:15:00","BZN|SE1","Without Sequence","13.74","",""
"03/01/2025 16:15:00 - 03/01/2025 16:30:00","BZN|SE1","Without Sequence","13.74","",""
"03/01/2025 16:30:00 - 03/01/2025 16:45:00","BZN|SE1","Without Sequence","13.74","",""
"03/01/2025 16:45:00 - 03/01/2025 17:00:00","BZN|SE1","Without Sequence","13.74","",""
"03/01/2025 17:00:00 - 03/01/2025 17:15:00","BZN|SE1","Without Sequence","9.99","",""
"03/01/2025 17:15:00 - 03/01/2025 17:30:00","BZN|SE1","Without Sequence","9.99","",""
"03/01/2025 17:30:00 - 03/01/2025 17:45:00","BZN|SE1","Without Sequence","9.99","",""
"03/01/2025 17:45:00 - 03/01/2025 18:00:00","BZN|SE1","Without Sequence","9.99","",""
"03/01/2025 18:00:00 - 03/01/2025 18:15:00","BZN|SE1","Without Sequence","9.69","",""
"03/01/2025 18:15:00 - 03/01/2025 18:30:00","BZN|SE1","Without Sequence","9.69","",""
"03/01/2025 18:30:00 - 03/01/2025 18:45:00","BZN|SE1","Without Sequence","9.69","",""
"03/01/2025 18:45:00 - 03/01/2025 19:00:00","BZN|SE1","Without Sequence","9.69","",""
"03/01/2025 19:00:00 - 03/01/2025 19:15:00","BZN|SE1","Without Sequence","7.99","",""
"03/01/2025 19:15:00 - 03/01/2025 19:30:00","BZN|SE1","Without Sequence","7.99","",""
"03/01/2025 19:30:00 - 03/01/2025 19:45:00","BZN|SE1","Without Sequence","7.99","",""
