"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2025 12:45:00 - 01/01/2025 13:00:00","BZN|SE2","Without Sequence","5.90","",""
"01/01/2025 13:00:00 - 01/01/2025 13:15:00","BZN|SE2","Without Sequence","5.94","",""
"01/01/2025 13:15:00 - 01/01/2025 13:30:00","BZN|SE2","Without Sequence","5.94","",""
"01/01/2025 13:30:00 - 01/01/2025 13:45:00","BZN|SE2","Without Sequence","5.94","",""
"01/01/2025 13:45:00 - 01/01/2025 14:00:00","BZN|SE2","Without Sequence","5.94","",""
"01/01/2025 14:00:00 - 01/01/2025 14:15:00","BZN|SE2","Without Sequence","7.28","",""
"01/01/2025 14:15:00 - 01/01/2025 14:30:00","BZN|SE2","Without Sequence","7.28","",""
"01/01/2025 14:30:00 - 01/01/2025 14:45:00","BZN|SE2","Without Sequence","7.28","",""
"01/01/2025 14:45:00 - 01/01/2025 15:00:00","BZN|SE2","Without Sequence","7.28","",""
"01/01/2025 15:00:00 - 01/01/2025 15:15:00","BZN|SE2","Without Sequence","12.37","",""
"01/01/2025 15:15:00 - 01/01/2025 15:30:00","BZN|SE2","Without Sequence","12.37","",""
"01/01/2025 15:30:00 - 01/01/2025 15:45:00","BZN|SE2","Without Sequence","12.37","",""
"01/01/2025 15:45:00 - 01/01/2025 16:00:00","BZN|SE2","Without Sequence","12.37","",""
"01/01/2025 16:00:00 - 01/01/2025 16:15:00","BZN|SE2","Without Sequence","17.85","",""
"01/01/2025 16:15:00 - 01/01/2025 16:30:00","BZN|SE2","Without Sequence","17.85","",""
"01/01/2025 16:30:00 - 01/01/2025 16:45:00","BZN|SE2","Without Sequence","17.85","",""
"01/01/2025 16:45:00 - 01/01/2025 17:00:00","BZN|SE2","Without Sequence","17.85","",""
"01/01/2025 17:00:00 - 01/01/2025 17:15:00","BZN|SE2","Without Sequence","18.87","",""
"01/01/2025 17:15:00 - 01/01/2025 17:30:00","BZN|SE2","Without Sequence","18.87","",""
"01/01/2025 17:30:00 - 01/01/2025 17:45:00","BZN|SE2","Without Sequence","18.87","",""
"01/01/2025 17:45:00 - 01/01/2025 18:00:00","BZN|SE2","Without Sequence","18.87","",""
"01/01/2025 18:00:00 - 01/01/2025 18:15:00","BZN|SE2","Without Sequence","14.98","",""
"01/01/2025 18:15:00 - 01/01/2025 18:30:00","BZN|SE2","Without Sequence","14.98","",""
"01/01/2025 18:30:00 - 01/01/2025 18:45:00","BZN|SE2","Without Sequence","14.98","",""
"01/01/2025 18:45:00 - 01/01/2025 19:00:00","BZN|SE2","Without Sequence","14.98","",""
"01/01/2025 19:00:00 - 01/01/2025 19:15:00","BZN|SE2","Without Sequence","9.78","",""
"01/01/2025 19:15:00 - 01/01/2025 19:30:00","BZN|SE2","Without Sequence","9.78","",""
"01/01/2025 19:30:00 - 01/01/2025 19:45:00","BZN|SE2","Without Sequence","9.78","",""
"01/01/2025 19:45:00 - 01/01/2025 20:00:00","BZN|SE2","Without Sequence","9.78","",""
"01/01/2025 20:00:00 - 01/01/2025 20:15:00","BZN|SE2","Without Sequence","8.21","",""
"01/01/2025 20:15:00 - 01/01/2025 20:30:00","BZN|SE2","Without Sequence","8.21","",""
"01/01/2025 20:30:00 - 01/01/2025 20:45:00","BZN|SE2","Without Sequence","8.21","",""
"01/01/2025 20:45:00 - 01/01/2025 21:00:00","BZN|SE2","Without Sequence","8.21","",""
"01/01/2025 21:00:00 - 01/01/2025 21:15:00","BZN|SE2","Without Sequence","7.19","",""
"01/01/2025 21:15:00 - 01/01/2025 21:30:00","BZN|SE2","Without Sequence","7.19","",""
"01/01/2025 21:30:00 - 01/01/2025 21:45:00","BZN|SE2","Without Sequence","7.19","",""
"01/01/2025 21:45:00 - 01/01/2025 22:00:00","BZN|SE2","Without Sequence","7.19","",""
"01/01/2025 22:00:00 - 01/01/2025 22:15:00","BZN|SE2","Without Sequence","9.26","",""
"01/01/2025 22:15:00 - 01/01/2025 22:30:00","BZN|SE2","Without Sequence","9.26","",""
"01/01/2025 22:30:00 - 01/01/2025 22:45:00","BZN|SE2","Without Sequence","9.26","",""
"01/01/2025 22:45:00 - 01/01/2025 23:00:00","BZN|SE2","Without Sequence","9.26","",""
"01/01/2025 23:00:00 - 01/01/2025 23:15:00","BZN|SE2","Without Sequence","7.10","",""
"01/01/2025 23:15:00 - 01/01/2025 23:30:00","BZN|SE2","Without Sequence","7.10","",""
"01/01/2025 23:30:00 - 01/01/2025 23:45:00","BZN|SE2","Without Sequence","7.10","",""
"01/01/2025 23:45:00 - 02/01/2025 00:00:00","BZN|SE2","Without Sequence","7.10","",""
"02/01/2025 00:00:00 - 02/01/2025 00:15:00","BZN|SE2","Without Sequence","4.55","",""
"02/01/2025 00:15:00 - 02/01/2025 00:30:00","BZN|SE2","Without Sequence","4.55","",""
"02/01/2025 00:30:00 - 02/01/2025 00:45:00","BZN|SE2","Without Sequence","4.55","",""
"02/01/2025 00:45:00 - 02/01/2025 01:00:00","BZN|SE2","Without Sequence","4.55","",""
"02/01/2025 01:00:00 - 02/01/2025 01:15:00","BZN|SE2","Without Sequence","4.41","",""
"02/01/2025 01:15:00 - 02/01/2025 01:30:00","BZN|SE2","Without Sequence","4.41","",""
"02/01/2025 01:30:00 - 02/01/2025 01:45:00","BZN|SE2","Without Sequence","4.41","",""
"02/01/2025 01:45:00 - 02/01/2025 02:00:00","BZN|SE2","Without Sequence","4.41","",""
"02/01/2025 02:00:00 - 02/01/2025 02:15:00","BZN|SE2","Without Sequence","4.88","",""
"02/01/2025 02:15:00 - 02/01/2025 02:30:00","BZN|SE2","Without Sequence","4.88","",""
"02/01/2025 02:30:00 - 02/01/2025 02:45:00","BZN|SE2","Without Sequence","4.88","",""
"02/01/2025 02:45:00 - 02/01/2025 03:00:00","BZN|SE2","Without Sequence","4.88","",""
"02/01/2025 03:00:00 - 02/01/2025 03:15:00","BZN|SE2","Without Sequence","6.20","",""
"02/01/2025 03:15:00 - 02/01/2025 03:30:00","BZN|SE2","Without Sequence","6.20","",""
"02/01/2025 03:30:00 - 02/01/2025 03:45:00","BZN|SE2","Without Sequence","6.20","",""
"02/01/2025 03:45:00 - 02/01/2025 04:00:00","BZN|SE2","Without Sequence","6.20","",""
"02/01/2025 04:00:00 - 02/01/2025 04:15:00","BZN|SE2","Without Sequence","5.89","",""
"02/01/2025 04:15:00 - 02/01/2025 04:30:00","BZN|SE2","Without Sequence","5.89","",""
"02/01/2025 04:30:00 - 02/01/2025 04:45:00","BZN|SE2","Without Sequence","5.89","",""
"02/01/2025 04:45:00 - 02/01/2025 05:00:00","BZN|SE2","Without Sequence","5.89","",""
"02/01/2025 05:00:00 - 02/01/2025 05:15:00","BZN|SE2","Without Sequence","5.96","",""
"02/01/2025 05:15:00 - 02/01/2025 05:30:00","BZN|SE2","Without Sequence","5.96","",""
"02/01/2025 05:30:00 - 02/01/2025 05:45:00","BZN|SE2","Without Sequence","5.96","",""
"02/01/2025 05:45:00 - 02/01/2025 06:00:00","BZN|SE2","Without Sequence","5.96","",""
"02/01/2025 06:00:00 - 02/01/2025 06:15:00","BZN|SE2","Without Sequence","6.62","",""
"02/01/2025 06:15:00 - 02/01/2025 06:30:00","BZN|SE2","Without Sequence","6.62","",""
"02/01/2025 06:30:00 - 02/01/2025 06:45:00","BZN|SE2","Without Sequence","6.62","",""
"02/01/2025 06:45:00 - 02/01/2025 07:00:00","BZN|SE2","Without Sequence","6.62","",""
"02/01/2025 07:00:00 - 02/01/2025 07:15:00","BZN|SE2","Without Sequence","5.94","",""
"02/01/2025 07:15:00 - 02/01/2025 07:30:00","BZN|SE2","Without Sequence","5.94","",""
"02/01/2025 07:30:00 - 02/01/2025 07:45:00","BZN|SE2","Without Sequence","5.94","",""
"02/01/2025 07:45:00 - 02/01/2025 08:00:00","BZN|SE2","Without Sequence","5.94","",""
"02/01/2025 08:00:00 - 02/01/2025 08:15:00","BZN|SE2","Without Sequence","6.01","",""
"02/01/2025 08:15:00 - 02/01/2025 08:30:00","BZN|SE2","Without Sequence","6.01","",""
"02/01/2025 08:30:00 - 02/01/2025 08:45:00","BZN|SE2","Without Sequence","6.01","",""
"02/01/2025 08:45:00 - 02/01/2025 09:00:00","BZN|SE2","Without Sequence","6.01","",""
"02/01/2025 09:00:00 - 02/01/2025 09:15:00","BZN|SE2","Without Sequence","6.03","",""
"02/01/2025 09:15:00 - 02/01/2025 09:30:00","BZN|SE2","Without Sequence","6.03","",""
"02/01/2025 09:30:00 - 02/01/2025 09:45:00","BZN|SE2","Without Sequence","6.03","",""
"02/01/2025 09:45:00 - 02/01/2025 10:00:00","BZN|SE2","Without Sequence","6.03","",""
"02/01/2025 10:00:00 - 02/01/2025 10:15:00","BZN|SE2","Without Sequence","5.56","",""
"02/01/2025 10:15:00 - 02/01/2025 10:30:00","BZN|SE2","Without Sequence","5.56","",""
"02/01/2025 10:30:00 - 02/01/2025 10:45:00","BZN|SE2","Without Sequence","5.56","",""
"02/01/2025 10:45:00 - 02/01/2025 11:00:00","BZN|SE2","Without Sequence","5.56","",""
"02/01/2025 11:00:00 - 02/01/2025 11:15:00","BZN|SE2","Without Sequence","5.60","",""
"02/01/2025 11:15:00 - 02/01/2025 11:30:00","BZN|SE2","Without Sequence","5.60","",""
"02/01/2025 11:30:00 - 02/01/2025 11:45:00","BZN|SE2","Without Sequence","5.60","",""
"02/01/2025 11:45:00 - 02/01/2025 12:00:00","BZN|SE2","Without Sequence","5.60","",""
"02/01/2025 12:00:00 - 02/01/2025 12:15:00","BZN|SE2","Without Sequence","5.66","",""
"02/01/2025 12:15:00 - 02/01/2025 12:30:00","BZN|SE2","Without Sequence","5.66","",""
"02/01/2025 12:30:00 - 02/01/2025 12:45:00","BZN|SE2","Without Sequence","5.66","",""
"02/01/2025 12:45:00 - 02/01/2025 13:00:00","BZN|SE2","Without Sequence","5.66","",""
"02/01/2025 13:00:00 - 02/01/2025 13:15:00","BZN|SE2","Without Sequence","5.39","",""
"02/01/2025 13:15:00 - 02/01/2025 13:30:00","BZN|SE2","Without Sequence","5.39","",""
"02/01/2025 13:30:00 - 02/01/2025 13:45:00","BZN|SE2","Without Sequence","5.39","",""
"02/01/2025 13:45:00 - 02/01/2025 14:00:00","BZN|SE2","Without Sequence","5.39","",""
"02/01/2025 14:00:00 - 02/01/2025 14:15:00","BZN|SE2","Without Sequence","5.33","",""
"02/01/2025 14:15:00 - 02/01/2025 14:30:00","BZN|SE2","Without Sequence","5.33","",""
"02/01/2025 14:30:00 - 02/01/2025 14:45:00","BZN|SE2","Without Sequence","5.33","",""
"02/01/2025 14:45:00 - 02/01/2025 15:00:00","BZN|SE2","Without Sequence","5.33","",""
"02/01/2025 15:00:00 - 02/01/2025 15:15:00","BZN|SE2","Without Sequence","5.20","",""
"02/01/2025 15:15:00 - 02/01/2025 15:30:00","BZN|SE2","Without Sequence","5.20","",""
"02/01/2025 15:30:00 - 02/01/2025 15:45:00","BZN|SE2","Without Sequence","5.20","",""
"02/01/2025 15:45:00 - 02/01/2025 16:00:00","BZN|SE2","Without Sequence","5.20","",""
"02/01/2025 16:00:00 - 02/01/2025 16:15:00","BZN|SE2","Without Sequence","5.55","",""
"02/01/2025 16:15:00 - 02/01/2025 16:30:00","BZN|SE2","Without Sequence","5.55","",""
"02/01/2025 16:30:00 - 02/01/2025 16:45:00","BZN|SE2","Without Sequence","5.55","",""
"02/01/2025 16:45:00 - 02/01/2025 17:00:00","BZN|SE2","Without Sequence","5.55","",""
"02/01/2025 17:00:00 - 02/01/2025 17:15:00","BZN|SE2","Without Sequence","5.40","",""
"02/01/2025 17:15:00 - 02/01/2025 17:30:00","BZN|SE2","Without Sequence","5.40","",""
"02/01/2025 17:30:00 - 02/01/2025 17:45:00","BZN|SE2","Without Sequence","5.40","",""
"02/01/2025 17:45:00 - 02/01/2025 18:00:00","BZN|SE2","Without Sequence","5.40","",""
"02/01/2025 18:00:00 - 02/01/2025 18:15:00","BZN|SE2","Without Sequence","5.33","",""
"02/01/2025 18:15:00 - 02/01/2025 18:30:00","BZN|SE2","Without Sequence","5.33","",""
"02/01/2025 18:30:00 - 02/01/2025 18:45:00","BZN|SE2","Without Sequence","5.33","",""
"02/01/2025 18:45:00 - 02/01/2025 19:00:00","BZN|SE2","Without Sequence","5.33","",""
"02/01/2025 19:00:00 - 02/01/2025 19:15:00","BZN|SE2","Without Sequence","5.39","",""
"02/01/2025 19:15:00 - 02/01/2025 19:30:00","BZN|SE2","Without Sequence","5.39","",""
"02/01/2025 19:30:00 - 02/01/2025 19:45:00","BZN|SE2","Without Sequence","5.39","",""
"02/01/2025 19:45:00 - 02/01/2025 20:00:00","BZN|SE2","Without Sequence","5.39","",""
"02/01/2025 20:00:00 - 02/01/2025 20:15:00","BZN|SE2","Without Sequence","5.38","",""
"02/01/2025 20:15:00 - 02/01/2025 20:30:00","BZN|SE2","Without Sequence","5.38","",""
"02/01/2025 20:30:00 - 02/01/2025 20:45:00","BZN|SE2","Without Sequence","5.38","",""
"02/01/2025 20:45:00 - 02/01/2025 21:00:00","BZN|SE2","Without Sequence","5.38","",""
"02/01/2025 21:00:00 - 02/01/2025 21:15:00","BZN|SE2","Without Sequence","5.34","",""
"02/01/2025 21:15:00 - 02/01/2025 21:30:00","BZN|SE2","Without Sequence","5.34","",""
"02/01/2025 21:30:00 - 02/01/2025 21:45:00","BZN|SE2","Without Sequence","5.34","",""
"02/01/2025 21:45:00 - 02/01/2025 22:00:00","BZN|SE2","Without Sequence","5.34","",""
"02/01/2025 22:00:00 - 02/01/2025 22:15:00","BZN|SE2","Without Sequence","7.28","",""
"02/01/2025 22:15:00 - 02/01/2025 22:30:00","BZN|SE2","Without Sequence","7.28","",""
"02/01/2025 22:30:00 - 02/01/2025 22:45:00","BZN|SE2","Without Sequence","7.28","",""
"02/01/2025 22:45:00 - 02/01/2025 23:00:00","BZN|SE2","Without Sequence","7.28","",""
"02/01/2025 23:00:00 - 02/01/2025 23:15:00","BZN|SE2","Without Sequence","7.44","",""
"02/01/2025 23:15:00 - 02/01/2025 23:30:00","BZN|SE2","Without Sequence","7.44","",""
"02/01/2025 23:30:00 - 02/01/2025 23:45:00","BZN|SE2","Without Sequence","7.44","",""
"02/01/2025 23:45:00 - 03/01/2025 00:00:00","BZN|SE2","Without Sequence","7.44","",""
"03/01/2025 00:00:00 - 03/01/2025 00:15:00","BZN|SE2","Without Sequence","5.69","",""
"03/01/2025 00:15:00 - 03/01/2025 00:30:00","BZN|SE2","Without Sequence","5.69","",""
"03/01/2025 00:30:00 - 03/01/2025 00:45:00","BZN|SE2","Without Sequence","5.69","",""
"03/01/2025 00:45:00 - 03/01/2025 01:00:00","BZN|SE2","Without Sequence","5.69","",""
"03/01/2025 01:00:00 - 03/01/2025 01:15:00","BZN|SE2","Without Sequence","5.98","",""
"03/01/2025 01:15:00 - 03/01/2025 01:30:00","BZN|SE2","Without Sequence","5.98","",""
"03/01/2025 01:30:00 - 03/01/2025 01:45:00","BZN|SE2","Without Sequence","5.98","",""
"03/01/2025 01:45:00 - 03/01/2025 02:00:00","BZN|SE2","Without Sequence","5.98","",""
"03/01/2025 02:00:00 - 03/01/2025 02:15:00","BZN|SE2","Without Sequence","6.39","",""
"03/01/2025 02:15:00 - 03/01/2025 02:30:00","BZN|SE2","Without Sequence","6.39","",""
"03/01/2025 02:30:00 - 03/01/2025 02:45:00","BZN|SE2","Without Sequence","6.39","",""
"03/01/2025 02:45:00 - 03/01/2025 03:00:00","BZN|SE2","Without Sequence","6.39","",""
"03/01/2025 03:00:00 - 03/01/2025 03:15:00","BZN|SE2","Without Sequence","9.10","",""
"03/01/2025 03:15:00 - 03/01/2025 03:30:00","BZN|SE2","Without Sequence","9.10","",""
"03/01/2025 03:30:00 - 03/01/2025 03:45:00","BZN|SE2","Without Sequence","9.10","",""
"03/01/2025 03:45:00 - 03/01/2025 04:00:00","BZN|SE2","Without Sequence","9.10","",""
"03/01/2025 04:00:00 - 03/01/2025 04:15:00","BZN|SE2","Without Sequence","14.43","",""
"03/01/2025 04:15:00 - 03/01/2025 04:30:00","BZN|SE2","Without Sequence","14.43","",""
"03/01/2025 04:30:00 - 03/01/2025 04:45:00","BZN|SE2","Without Sequence","14.43","",""
"03/01/2025 04:45:00 - 03/01/2025 05:00:00","BZN|SE2","Without Sequence","14.43","",""
"03/01/2025 05:00:00 - 03/01/2025 05:15:00","BZN|SE2","Without Sequence","15.70","",""
"03/01/2025 05:15:00 - 03/01/2025 05:30:00","BZN|SE2","Without Sequence","15.70","",""
"03/01/2025 05:30:00 - 03/01/2025 05:45:00","BZN|SE2","Without Sequence","15.70","",""
"03/01/2025 05:45:00 - 03/01/2025 06:00:00","BZN|SE2","Without Sequence","15.70","",""
"03/01/2025 06:00:00 - 03/01/2025 06:15:00","BZN|SE2","Without Sequence","16.65","",""
"03/01/2025 06:15:00 - 03/01/2025 06:30:00","BZN|SE2","Without Sequence","16.65","",""
"03/01/2025 06:30:00 - 03/01/2025 06:45:00","BZN|SE2","Without Sequence","16.65","",""
"03/01/2025 06:45:00 - 03/01/2025 07:00:00","BZN|SE2","Without Sequence","16.65","",""
"03/01/2025 07:00:00 - 03/01/2025 07:15:00","BZN|SE2","Without Sequence","16.50","",""
"03/01/2025 07:15:00 - 03/01/2025 07:30:00","BZN|SE2","Without Sequence","16.50","",""
"03/01/2025 07:30:00 - 03/01/2025 07:45:00","BZN|SE2","Without Sequence","16.50","",""
"03/01/2025 07:45:00 - 03/01/2025 08:00:00","BZN|SE2","Without Sequence","16.50","",""
"03/01/2025 08:00:00 - 03/01/2025 08:15:00","BZN|SE2","Without Sequence","16.58","",""
"03/01/2025 08:15:00 - 03/01/2025 08:30:00","BZN|SE2","Without Sequence","16.58","",""
"03/01/2025 08:30:00 - 03/01/2025 08:45:00","BZN|SE2","Without Sequence","16.58","",""
"03/01/2025 08:45:00 - 03/01/2025 09:00:00","BZN|SE2","Without Sequence","16.58","",""
"03/01/2025 09:00:00 - 03/01/2025 09:15:00","BZN|SE2","Without Sequence","24.20","",""
"03/01/2025 09:15:00 - 03/01/2025 09:30:00","BZN|SE2","Without Sequence","24.20","",""
"03/01/2025 09:30:00 - 03/01/2025 09:45:00","BZN|SE2","Without Sequence","24.20","",""
"03/01/2025 09:45:00 - 03/01/2025 10:00:00","BZN|SE2","Without Sequence","24.20","",""
"03/01/2025 10:00:00 - 03/01/2025 10:15:00","BZN|SE2","Without Sequence","15.30","",""
"03/01/2025 10:15:00 - 03/01/2025 10:30:00","BZN|SE2","Without Sequence","15.30","",""
"03/01/2025 10:30:00 - 03/01/2025 10:45:00","BZN|SE2","Without Sequence","15.30","",""
"03/01/2025 10:45:00 - 03/01/2025 11:00:00","BZN|SE2","Without Sequence","15.30","",""
"03/01/2025 11:00:00 - 03/01/2025 11:15:00","BZN|SE2","Without Sequence","19.45","",""
"03/01/2025 11:15:00 - 03/01/2025 11:30:00","BZN|SE2","Without Sequence","19.45","",""
"03/01/2025 11:30:00 - 03/01/2025 11:45:00","BZN|SE2","Without Sequence","19.45","",""
"03/01/2025 11:45:00 - 03/01/2025 12:00:00","BZN|SE2","Without Sequence","19.45","",""
"03/01/2025 12:00:00 - 03/01/2025 12:15:00","BZN|SE2","Without Sequence","13.23","",""
"03/01/2025 12:15:00 - 03/01/2025 12:30:00","BZN|SE2","Without Sequence","13.23","",""
"03/01/2025 12:30:00 - 03/01/2025 12:45:00","BZN|SE2","Without Sequence","13.23","",""
"03/01/2025 12:45:00 - 03/01/2025 13:00:00","BZN|SE2","Without Sequence","13.23","",""
"03/01/2025 13:00:00 - 03/01/2025 13:15:00","BZN|SE2","Without Sequence","14.11","",""
"03/01/2025 13:15:00 - 03/01/2025 13:30:00","BZN|SE2","Without Sequence","14.11","",""
"03/01/2025 13:30:00 - 03/01/2025 13:45:00","BZN|SE2","Without Sequence","14.11","",""
"03/01/2025 13:45:00 - 03/01/2025 14:00:00","BZN|SE2","Without Sequence","14.11","",""
"03/01/2025 14:00:00 - 03/01/2025 14:15:00","BZN|SE2","Without Sequence","11.36","",""
"03/01/2025 14:15:00 - 03/01/2025 14:30:00","BZN|SE2","Without Sequence","11.36","",""
"03/01/2025 14:30:00 - 03/01/2025 14:45:00","BZN|SE2","Without Sequence","11.36","",""
"03/01/2025 14:45:00 - 03/01/2025 15:00:00","BZN|SE2","Without Sequence","11.36","",""
"03/01/2025 15:00:00 - 03/01/2025 15:15:00","BZN|SE2","Without Sequence","12.28","",""
"03/01/2025 15:15:00 - 03/01/2025 15:30:00","BZN|SE2","Without Sequence","12.28","",""
"03/01/2025 15:30:00 - 03/01/2025 15:45:00","BZN|SE2","Without Sequence","12.28","",""
"03/01/2025 15:45:00 - 03/01/2025 16:00:00","BZN|SE2","Without Sequence","12.28","",""
"03/01/2025 16:00:00 - 03/01/2025 16:15:00","BZN|SE2","Without Sequence","13.46","",""
"03/01/2025 16:15:00 - 03/01/2025 16:30:00","BZN|SE2","Without Sequence","13.46","",""
"03/01/2025 16:30:00 - 03/01/2025 16:45:00","BZN|SE2","Without Sequence","13.46","",""
"03/01/2025 16:45:00 - 03/01/2025 17:00:00","BZN|SE2","Without Sequence","13.46","",""
"03/01/2025 17:00:00 - 03/01/2025 17:15:00","BZN|SE2","Without Sequence","9.45","",""
"03/01/2025 17:15:00 - 03/01/2025 17:30:00","BZN|SE2","Without Sequence","9.45","",""
"03/01/2025 17:30:00 - 03/01/2025 17:45:00","BZN|SE2","Without Sequence","9.45","",""
"03/01/2025 17:45:00 - 03/01/2025 18:00:00","BZN|SE2","Without Sequence","9.45","",""
"03/01/2025 18:00:00 - 03/01/2025 18:15:00","BZN|SE2","Without Sequence","9.05","",""
"03/01/2025 18:15:00 - 03/01/2025 18:30:00","BZN|SE2","Without Sequence","9.05","",""
"03/01/2025 18:30:00 - 03/01/2025 18:45:00","BZN|SE2","Without Sequence","9.05","",""
"03/01/2025 18:45:00 - 03/01/2025 19:00:00","BZN|SE2","Without Sequence","9.05","",""
"03/01/2025 19:00:00 - 03/01/2025 19:15:00","BZN|SE2","Without Sequence","7.49","",""
"03/01/2025 19:15:00 - 03/01/2025 19:30:00","BZN|SE2","Without Sequence","7.49","",""
"03/01/2025 19:30:00 - 03/01/2025 19:45:00","BZN|SE2","Without Sequence","7.49","",""
